user_id,artist_id,streamed_previous_album,streamed_new_album,streams
181,1,1,1,167
182,2,1,1,232
183,2,1,1,176
184,1,0,1,127
185,2,1,1,153
186,1,1,1,153
187,1,1,1,173
188,2,1,1,330
189,2,0,0,233
190,2,1,1,324
191,1,1,0,96
192,2,1,1,113
193,1,1,1,161
194,1,0,1,148
195,2,1,1,155
196,2,1,0,128
197,2,1,0,85
198,2,1,0,79
199,2,1,0,63
200,2,1,1,286
201,1,1,1,132
202,1,1,1,126
203,1,1,0,124
204,1,1,1,138
205,2,1,0,93
206,1,0,0,106
207,1,1,1,159
208,1,1,1,158
209,2,1,1,194
210,1,1,0,57
211,2,1,0,28
212,1,1,0,42
213,1,1,0,75
214,2,1,1,83
215,2,1,0,74
216,1,0,1,61
217,2,0,1,44
218,2,1,0,111
219,1,1,0,93
220,2,1,1,88
221,2,1,1,346
222,2,0,1,80
223,2,1,1,107
224,2,1,1,144
225,2,1,1,102
226,2,1,1,87
227,2,1,1,199
228,2,1,1,165
229,2,0,1,80
230,2,0,0,76
231,1,0,0,72
232,2,1,0,176
233,2,1,0,70
234,1,0,1,95
235,2,1,1,182
236,1,0,0,38
237,1,0,0,58
238,2,1,1,111
239,1,1,0,91
240,2,1,1,102
241,2,1,1,85
242,2,1,1,394
243,1,1,1,299
244,1,1,1,75
245,2,1,1,204
246,2,1,1,130
247,2,1,1,159
248,1,0,0,51
249,2,1,1,202
250,2,0,0,50
251,2,0,0,40
252,1,1,1,71
253,2,1,1,322
254,2,1,1,191
255,2,1,1,191
256,1,1,0,41
257,2,0,0,103
258,2,1,1,204
259,1,1,1,185
260,2,1,1,210
261,2,1,0,56
262,1,1,1,71
263,1,0,0,70
264,2,1,1,106
265,1,0,1,28
266,2,1,1,97
267,1,1,0,68
268,2,1,1,78
269,1,1,0,67
270,2,1,1,258
271,2,1,1,242
272,2,1,1,224
273,2,1,1,255
274,1,1,1,90
275,2,1,0,123
276,1,1,0,109
277,1,1,1,252
278,1,1,1,181
279,1,0,0,87
280,2,1,1,151
281,2,1,0,51
282,1,1,1,178
283,1,1,1,203
284,2,1,1,140
285,1,1,1,289
286,1,1,1,44
287,1,1,1,66
288,2,1,1,79
289,2,1,1,417
290,1,0,1,83
291,1,1,0,68
292,2,1,1,166
293,2,1,1,218
294,1,1,1,518
295,2,1,0,226
296,1,0,1,66
297,1,0,0,33
298,2,1,1,215
299,1,1,1,257
300,2,1,1,170
301,1,1,1,201
302,1,1,0,79
303,2,1,1,385
304,1,1,1,218
305,2,1,1,123
306,1,1,0,80
307,1,0,1,35
308,1,0,0,85
309,2,1,1,100
310,1,1,0,97
311,2,1,1,368
312,1,1,0,56
313,2,1,1,140
314,1,1,0,203
315,2,1,1,421
316,2,1,1,271
317,2,1,1,135
318,2,1,1,330
319,2,1,1,171
320,2,1,1,333
321,1,0,1,126
322,1,0,1,125
323,2,0,1,159
324,2,0,1,37
325,2,0,0,61
326,1,0,1,49
327,1,1,1,176
328,1,1,1,112
329,2,1,1,91
330,1,1,1,196
331,1,1,1,120
332,1,1,1,397
333,1,1,0,83
334,2,1,0,137
335,1,1,0,91
336,2,1,1,202
337,1,0,0,89
338,1,1,0,112
339,1,1,1,116
340,1,1,1,102
341,1,1,1,236
342,1,1,1,425
343,2,1,1,163
344,1,0,0,70
345,2,1,1,142
346,2,1,1,100
347,2,1,1,110
348,1,0,0,85
349,1,1,0,185
350,1,0,0,23
351,1,0,1,70
352,2,1,0,46
353,1,1,1,96
354,1,0,0,62
355,2,1,0,61
356,2,1,0,71
357,2,0,1,136
358,1,1,1,208
359,1,0,0,62
360,2,1,1,85
361,1,1,1,649
362,1,1,0,42
363,1,1,1,174
364,1,1,1,316
365,1,1,1,425
366,1,1,1,281
367,2,1,0,20
368,2,1,1,187
369,2,0,1,60
370,1,0,1,43
371,1,1,1,210
372,1,1,1,69
373,2,0,0,34
374,2,1,1,104
375,1,1,1,164
376,2,0,1,85
377,1,1,0,56
378,2,1,1,73
379,2,1,1,187
380,2,0,1,160
381,2,1,0,57
382,2,1,0,68
383,1,1,1,262
384,2,1,1,258
385,1,0,0,81
386,2,1,1,165
387,2,1,0,269
388,2,1,1,104
389,1,1,1,262
390,2,1,1,224
391,2,1,1,286
392,2,1,1,193
393,1,1,1,97
394,1,1,1,130
395,1,1,1,150
396,1,0,0,89
397,2,1,1,160
398,1,1,1,120
399,2,1,0,81
400,1,1,1,184
401,1,1,0,92
402,2,1,1,246
403,2,0,1,35
404,1,1,1,240
405,2,0,0,353
406,2,0,1,92
407,1,1,1,146
408,2,1,1,595
409,2,1,1,141
410,2,1,1,141
411,1,1,1,429
412,2,0,0,79
413,1,1,0,264
414,1,1,1,372
415,1,1,1,61
416,1,0,0,60
417,2,1,1,250
418,2,1,0,37
419,2,0,1,90
420,1,1,0,69
421,1,0,1,87
422,1,1,1,162
423,2,1,1,100
424,1,1,1,146
425,2,1,0,169
426,2,1,1,159
427,1,0,1,23
428,2,1,1,332
429,1,1,1,43
430,2,0,0,67
431,2,1,1,156
432,1,1,0,81
433,1,1,0,249
434,2,1,1,292
435,2,1,1,223
436,1,1,0,65
437,2,1,1,192
438,2,1,1,217
439,2,1,1,186
440,1,0,0,216
441,2,0,1,388
442,2,0,1,67
443,1,1,0,43
444,1,1,0,141
445,2,1,1,215
446,1,1,0,69
447,2,1,0,35
448,1,1,1,124
449,1,0,0,55
450,2,1,1,124
451,1,0,0,35
452,2,1,1,224
453,1,1,0,225
454,2,1,1,87
455,1,1,1,228
456,1,0,1,86
457,2,1,1,215
458,1,1,1,218
459,2,1,1,462
460,1,1,1,207
461,2,0,1,108
462,1,0,1,42
463,2,1,1,118
464,1,1,1,101
465,1,0,0,87
466,1,1,1,258
467,1,1,1,54
468,2,1,1,156
469,1,1,1,164
470,2,1,0,97
471,1,1,0,51
472,1,1,0,68
473,2,1,1,134
474,2,1,0,40
475,1,1,1,45
476,1,1,1,74
477,1,1,1,246
478,2,0,0,56
479,2,1,1,406
480,1,0,0,47
481,2,1,0,65
482,2,0,0,285
483,2,1,1,85
484,2,1,1,490
485,1,1,0,22
486,1,1,1,110
487,1,1,1,227
488,1,1,1,118
489,2,1,0,82
490,2,1,0,75
491,1,1,0,33
492,1,0,1,14
493,1,1,1,277
494,2,1,1,259
495,1,1,0,204
496,2,1,1,106
497,1,1,1,145
498,1,1,0,109
499,2,0,1,110
500,2,1,0,182
501,1,1,1,182
502,2,1,1,506
503,2,0,1,103
504,2,0,0,44
505,1,1,1,140
506,2,1,1,189
507,1,1,1,239
508,2,0,1,68
509,1,0,0,40
510,1,1,1,221
511,1,1,1,96
512,2,1,1,199
513,1,0,1,90
514,2,1,0,57
515,2,1,1,52
516,1,1,0,166
517,2,1,0,34
518,1,1,1,101
519,2,1,1,148
520,1,0,1,22
521,2,1,1,538
522,2,1,1,219
523,2,1,0,45
524,2,1,0,52
525,1,1,1,110
526,2,1,0,54
527,2,0,1,106
528,2,1,1,435
529,1,0,0,58
530,2,1,1,497
531,2,1,1,289
532,2,1,0,51
533,1,1,1,141
534,2,1,1,312
535,1,0,0,44
536,2,1,0,43
537,1,1,1,180
538,2,0,0,44
539,2,0,0,63
540,1,1,1,72
541,2,1,1,126
542,1,1,1,385
543,2,1,0,36
544,2,1,1,165
545,2,1,1,185
546,2,1,1,76
547,2,1,0,34
548,1,1,1,258
549,1,1,0,92
550,2,1,1,134
551,2,1,1,155
552,2,1,1,118
553,2,0,1,132
554,1,0,1,50
555,2,0,1,123
556,1,0,0,58
557,2,1,1,253
558,1,0,1,124
559,1,0,1,34
560,1,1,0,30
561,1,1,1,110
562,2,0,1,56
563,1,1,0,82
564,1,0,1,41
565,1,0,1,68
566,1,0,0,88
567,1,1,1,190
568,1,1,1,299
569,2,1,1,203
570,2,0,0,37
571,2,1,1,390
572,1,1,0,153
573,1,0,0,25
574,2,1,1,227
575,2,1,1,69
576,1,1,1,321
577,1,1,1,196
578,1,1,0,101
579,1,0,0,55
580,1,1,1,150
581,2,1,0,32
582,2,0,0,57
583,2,1,1,225
584,2,1,1,376
585,2,0,1,37
586,2,0,1,21
587,2,1,1,293
588,1,1,1,158
589,1,1,1,193
590,1,1,0,70
591,2,1,1,618
592,2,1,1,180
593,1,1,0,77
594,2,1,0,86
595,1,1,0,86
596,2,1,1,393
597,1,0,0,73
598,1,0,1,67
599,1,1,0,76
600,1,1,1,215
601,1,1,0,99
602,1,1,1,116
603,2,1,0,60
604,2,1,0,82
605,1,0,0,176
606,2,1,0,27
607,2,1,1,186
608,1,1,0,96
609,1,1,1,102
610,1,1,0,35
611,1,0,0,45
612,2,1,1,186
613,1,1,1,127
614,2,1,1,249
615,2,1,1,179
616,1,1,1,232
617,2,1,1,133
618,1,1,1,124
619,2,1,1,207
620,1,1,1,219
621,2,1,1,95
622,2,0,1,56
623,1,1,1,259
624,2,0,0,79
625,2,1,1,87
626,2,1,0,50
627,2,1,1,220
628,2,1,0,76
629,1,0,0,41
630,1,0,0,51
631,2,0,1,42
632,1,1,1,151
633,2,1,1,214
634,2,1,1,100
635,1,1,0,90
636,1,0,0,57
637,2,1,1,94
638,1,1,1,306
639,2,1,1,284
640,1,1,0,94
641,2,0,0,25
642,1,0,1,71
643,2,0,1,71
644,1,0,1,31
645,2,1,1,275
646,1,0,1,49
647,2,1,1,491
648,2,1,1,51
649,1,1,1,280
650,1,1,1,121
651,1,1,1,265
652,2,0,1,196
653,2,1,1,59
654,2,0,1,85
655,1,0,1,123
656,1,1,0,16
657,2,1,1,99
658,1,0,0,27
659,2,0,1,132
660,1,1,0,100
661,2,1,1,297
662,1,1,0,126
663,1,0,1,34
664,2,1,1,331
665,2,0,1,194
666,2,0,1,39
667,1,1,1,73
668,1,1,1,316
669,2,0,1,36
670,2,0,1,83
671,1,1,1,210
672,1,1,0,85
673,1,0,1,156
674,2,1,1,233
675,1,1,1,172
676,1,1,0,27
677,1,0,0,54
678,1,1,0,83
679,1,1,0,61
680,2,1,1,292
681,1,1,1,178
682,2,1,1,217
683,1,1,1,118
684,2,1,1,148
685,2,1,0,70
686,2,1,0,222
687,2,0,1,56
688,1,1,0,88
689,1,0,0,67
690,2,1,1,334
691,2,1,1,179
692,2,1,1,312
693,2,1,1,241
694,2,1,0,133
695,1,1,1,290
696,1,0,0,73
697,2,0,0,55
698,2,1,1,269
699,1,1,1,441
700,2,1,1,99
701,1,1,0,48
702,2,1,1,172
703,1,0,0,55
704,1,1,1,264
705,2,1,1,176
706,1,1,1,226
707,2,1,1,151
708,2,1,1,200
709,2,1,1,303
710,1,1,1,196
711,1,0,0,75
712,1,1,0,116
713,2,1,0,158
714,2,1,1,300
715,2,1,1,177
716,2,0,0,68
717,2,1,1,220
718,2,1,0,68
719,1,0,0,65
720,2,1,1,231
721,1,0,0,22
722,2,1,1,92
723,2,1,0,318
724,2,0,1,44
725,1,1,1,326
726,1,1,1,194
727,1,1,0,200
728,1,1,1,113
729,1,1,0,97
730,2,1,1,217
731,2,1,1,110
732,1,0,0,79
733,1,1,0,147
734,1,1,1,134
735,2,1,1,703
736,2,1,1,179
737,2,1,1,139
738,1,1,0,172
739,2,1,1,378
740,2,0,1,78
741,1,0,0,79
742,2,1,1,92
743,1,1,1,145
744,2,0,0,48
745,1,1,0,23
746,2,1,1,262
747,2,1,1,123
748,2,0,0,56
749,2,1,0,97
750,1,0,0,25
751,1,0,1,214
752,1,1,0,51
753,1,1,1,202
754,2,1,1,254
755,1,1,1,235
756,2,1,1,305
757,2,1,1,99
758,2,1,1,81
759,1,0,0,38
760,2,1,1,115
761,2,1,1,198
762,1,0,0,61
763,2,1,0,104
764,2,1,0,100
765,1,0,0,55
766,2,0,1,118
767,1,1,0,122
768,1,1,1,127
769,1,0,1,27
770,1,0,0,24
771,1,1,1,132
772,1,1,1,143
773,2,1,1,325
774,2,1,1,85
775,2,1,1,416
776,1,1,1,277
777,1,0,0,51
778,2,0,0,39
779,1,1,0,115
780,1,1,0,107
781,2,1,1,101
782,1,1,0,157
783,2,0,1,92
784,2,1,1,447
785,1,0,0,52
786,1,0,0,77
787,2,1,1,76
788,1,1,1,241
789,1,0,0,56
790,2,1,1,193
791,1,1,1,282
792,2,1,1,285
793,2,1,1,210
794,1,1,1,325
795,1,1,1,107
796,1,0,1,70
797,1,1,1,166
798,1,1,1,140
799,2,1,1,138
800,1,1,0,70
801,2,1,0,90
802,2,1,1,185
803,2,1,1,200
804,2,1,1,391
805,1,1,0,103
806,2,1,1,301
807,2,1,0,43
808,1,1,1,200
809,1,1,0,90
810,2,1,1,173
811,1,1,1,216
812,1,1,1,170
813,1,1,1,226
814,1,1,1,330
815,2,0,1,46
816,2,0,0,55
817,2,1,1,47
818,1,1,1,133
819,1,1,0,202
820,1,1,0,47
821,1,1,1,192
822,1,0,0,38
823,2,1,1,73
824,1,1,0,107
825,2,1,1,274
826,1,1,1,139
827,1,0,0,140
828,1,1,1,84
829,2,1,0,66
830,2,1,1,283
831,2,1,0,119
832,1,0,1,37
833,1,1,0,121
834,2,1,1,233
835,1,1,1,169
836,2,0,1,109
837,1,0,1,44
838,1,1,0,116
839,1,1,1,97
840,1,0,1,80
841,2,1,1,224
842,1,1,1,225
843,1,1,1,126
844,1,1,1,118
845,1,0,0,96
846,2,1,1,210
847,2,1,1,307
848,2,1,1,155
849,2,1,1,325
850,1,1,1,354
851,2,1,0,49
852,1,1,1,168
853,1,1,1,153
854,2,1,1,187
855,1,0,1,28
856,2,1,1,220
857,1,0,1,86
858,2,1,1,130
859,2,1,1,156
860,2,0,0,32
861,2,1,1,195
862,2,1,1,56
863,1,1,1,207
864,2,0,1,157
865,1,0,1,77
866,2,1,1,147
867,2,0,1,81
868,2,0,1,274
869,1,0,1,131
870,1,1,1,238
871,2,1,1,174
872,1,1,1,165
873,1,1,1,200
874,1,0,0,40
875,2,1,1,656
876,2,1,1,551
877,1,1,1,284
878,1,1,0,103
879,1,0,1,77
880,2,1,0,51
881,2,1,0,116
882,1,1,0,359
883,1,1,1,185
884,1,1,0,63
885,2,0,1,44
886,2,0,1,85
887,1,1,1,147
888,1,1,0,22
889,1,0,0,49
890,2,0,0,31
891,1,1,1,197
892,2,1,1,246
893,2,1,1,343
894,1,1,1,177
895,1,1,1,179
896,1,0,1,30
897,2,1,1,536
898,2,1,1,86
899,2,1,0,149
900,2,1,1,272
901,1,1,1,80
902,2,1,0,53
903,2,1,1,119
904,1,0,0,70
905,2,1,1,56
906,2,0,1,55
907,2,0,1,156
908,2,1,1,218
909,2,1,0,364
910,2,1,1,85
911,1,1,0,61
912,1,1,1,317
913,2,1,1,202
914,1,1,1,71
915,1,1,1,219
916,1,1,1,267
917,1,1,1,30
918,2,1,1,111
919,2,1,0,66
920,1,1,1,131
921,1,1,1,267
922,1,1,1,146
923,2,1,1,224
924,2,1,1,249
925,1,1,1,218
926,2,1,1,239
927,2,1,1,213
928,2,1,1,200
929,2,0,1,144
930,1,1,1,128
931,2,1,1,356
932,1,1,0,72
933,2,1,1,141
934,2,1,1,182
935,2,1,1,377
936,2,0,1,234
937,1,1,0,309
938,2,1,1,313
939,2,1,1,149
940,2,1,1,61
941,1,1,1,384
942,1,1,1,171
943,1,1,0,144
944,2,0,1,93
945,2,1,1,283
946,1,1,1,136
947,2,1,1,109
948,2,1,1,209
949,2,1,1,188
950,2,1,1,663
951,2,1,0,39
952,2,1,1,658
953,1,1,0,78
954,2,1,1,248
955,2,1,1,80
956,2,1,1,387
957,2,1,1,133
958,2,1,1,347
959,1,1,1,374
960,1,0,1,53
961,1,1,1,65
962,1,1,0,127
963,2,1,1,391
964,2,1,1,217
965,1,1,1,82
966,1,1,1,106
967,2,1,1,375
968,1,0,1,125
969,2,1,1,699
970,2,1,1,245
971,2,0,1,77
972,1,1,0,92
973,1,0,0,110
974,2,1,1,267
975,2,0,1,32
976,1,1,1,145
977,2,1,1,391
978,1,1,1,265
979,2,1,1,134
980,1,1,1,102
981,2,1,1,350
982,1,0,0,56
983,1,1,1,187
984,1,1,1,273
985,1,1,0,115
986,2,1,1,249
987,2,1,1,95
988,1,1,1,316
989,1,1,1,208
990,2,0,0,86
991,2,1,1,140
992,2,0,1,198
993,1,0,0,56
994,1,1,0,37
995,2,0,0,139
996,1,1,1,354
997,2,1,1,108
998,1,1,1,163
999,2,1,1,42
1000,1,0,0,184
1001,2,1,1,221
1002,1,1,0,85
1003,2,1,1,78
1004,1,1,0,31
1005,2,1,1,315
1006,2,1,1,145
1007,2,1,0,32
1008,2,1,1,195
1009,2,1,0,151
1010,2,1,0,68
1011,1,1,0,21
1012,2,1,0,38
1013,1,1,0,40
1014,1,1,1,154
1015,1,1,0,36
1016,1,1,1,333
1017,2,1,1,277
1018,2,1,1,53
1019,2,1,1,229
1020,2,0,1,115
1021,1,1,1,271
1022,1,1,1,139
1023,1,1,0,61
1024,1,1,1,80
1025,1,1,1,79
1026,1,1,0,103
1027,2,1,0,28
1028,2,0,0,96
1029,2,1,0,482
1030,2,1,1,272
1031,2,1,1,196
1032,1,1,1,95
1033,2,1,1,100
1034,2,1,0,207
1035,1,1,0,247
1036,1,1,0,110
1037,2,1,1,123
1038,1,1,1,281
1039,2,1,1,358
1040,2,1,1,97
1041,1,1,1,134
1042,1,1,1,89
1043,1,1,1,394
1044,1,0,0,66
1045,1,1,0,110
1046,2,1,1,187
1047,1,0,1,94
1048,2,1,1,223
1049,1,1,0,325
1050,2,1,1,177
1051,1,0,1,89
1052,1,1,1,60
1053,2,1,1,203
1054,2,1,1,250
1055,1,1,1,333
1056,2,1,1,268
1057,1,1,1,69
1058,1,1,1,84
1059,1,0,0,28
1060,1,0,1,34
1061,2,1,1,206
1062,1,1,0,176
1063,1,1,1,230
1064,2,1,1,452
1065,2,1,1,400
1066,1,1,0,90
1067,2,0,1,81
1068,1,1,1,114
1069,2,1,1,103
1070,2,0,1,29
1071,2,1,1,223
1072,1,1,0,50
1073,1,0,0,78
1074,1,1,0,80
1075,1,1,1,169
1076,1,0,1,63
1077,2,1,1,152
1078,1,1,1,140
1079,1,1,1,87
1080,2,1,1,176
1081,1,1,1,415
1082,2,1,1,211
1083,1,1,1,80
1084,1,1,1,316
1085,1,1,1,300
1086,1,1,1,132
1087,2,1,1,212
1088,1,1,1,152
1089,2,1,0,33
1090,1,1,1,105
1091,1,1,0,54
1092,2,1,1,129
1093,1,1,1,143
1094,2,1,1,109
1095,2,1,1,279
1096,2,1,0,104
1097,2,1,0,28
1098,1,1,1,68
1099,1,1,1,233
1100,1,1,0,22
1101,2,1,0,49
1102,2,0,1,60
1103,1,1,0,178
1104,2,1,0,75
1105,1,0,1,132
1106,2,0,1,103
1107,1,1,1,281
1108,2,1,1,217
1109,2,1,1,186
1110,1,1,0,175
1111,1,1,1,124
1112,1,1,1,68
1113,1,0,0,48
1114,1,1,0,60
1115,2,1,1,132
1116,2,1,0,123
1117,2,1,1,76
1118,1,1,1,179
1119,2,1,1,298
1120,2,0,1,34
1121,1,1,1,126
1122,2,1,1,237
1123,2,1,1,277
1124,1,1,0,70
1125,1,0,1,68
1126,1,1,0,49
1127,1,1,1,274
1128,2,1,1,291
1129,2,1,0,84
1130,2,1,1,53
1131,1,1,1,84
1132,1,1,1,111
1133,2,0,0,69
1134,2,1,1,75
1135,1,1,0,50
1136,2,1,0,69
1137,2,1,1,296
1138,1,1,1,194
1139,1,1,1,180
1140,2,1,1,146
1141,1,1,0,38
1142,1,1,1,223
1143,1,0,1,73
1144,1,1,0,73
1145,2,1,1,94
1146,2,1,1,46
1147,1,1,1,185
1148,2,0,0,32
1149,2,0,1,47
1150,2,1,1,80
1151,1,1,0,97
1152,1,0,1,31
1153,2,1,1,113
1154,2,1,1,62
1155,1,0,1,64
1156,1,0,0,84
1157,1,1,1,609
1158,2,1,1,133
1159,2,1,1,186
1160,1,1,1,141
1161,1,0,1,109
1162,2,1,1,86
1163,2,1,1,186
1164,1,1,1,233
1165,2,1,0,95
1166,2,1,1,600
1167,1,1,1,80
1168,2,1,1,217
1169,1,0,1,30
1170,2,1,1,110
1171,2,1,1,140
1172,2,0,0,49
1173,2,1,0,64
1174,1,1,1,169
1175,2,1,1,312
1176,2,1,0,73
1177,1,1,1,342
1178,2,1,1,185
1179,2,1,1,137
1180,1,0,0,74
1181,2,1,1,209
1182,2,1,1,163
1183,1,1,0,173
1184,2,1,0,173
1185,1,1,1,66
1186,1,1,1,599
1187,1,0,0,209
1188,2,1,1,425
1189,2,1,1,80
1190,1,1,1,293
1191,1,1,1,121
1192,2,1,1,467
1193,1,1,1,188
1194,2,1,1,208
1195,2,1,1,100
1196,2,1,1,135
1197,2,1,0,112
1198,1,1,1,36
1199,2,1,0,41
1200,2,1,0,130
1201,2,1,1,315
1202,1,0,0,83
1203,2,1,1,179
1204,1,1,1,73
1205,1,1,1,282
1206,1,1,1,494
1207,2,0,1,72
1208,2,1,1,242
1209,2,1,0,51
1210,2,1,0,80
1211,1,0,1,164
1212,2,1,0,35
1213,1,1,1,221
1214,2,1,1,334
1215,2,1,1,265
1216,2,0,1,231
1217,2,1,1,269
1218,1,1,1,226
1219,1,1,1,122
1220,2,1,1,336
1221,1,1,1,119
1222,1,0,1,38
1223,1,1,0,55
1224,2,1,1,300
1225,1,1,1,96
1226,1,1,0,103
1227,2,0,1,69
1228,2,0,1,98
1229,1,1,1,202
1230,1,1,1,132
1231,1,1,1,240
1232,1,0,0,205
1233,1,1,0,46
1234,2,1,0,44
1235,2,1,1,199
1236,2,1,1,206
1237,1,1,0,94
1238,2,1,1,268
1239,1,1,1,130
1240,2,0,0,82
1241,2,1,1,201
1242,1,0,0,48
1243,2,1,1,203
1244,1,1,1,94
1245,2,1,1,251
1246,1,1,1,245
1247,1,0,1,88
1248,2,1,1,183
1249,1,1,1,198
1250,2,1,1,246
1251,1,1,1,141
1252,2,0,1,39
1253,2,1,0,127
1254,2,1,1,208
1255,1,0,1,31
1256,1,1,1,385
1257,1,1,0,145
1258,1,1,1,146
1259,2,1,1,186
1260,2,1,1,126
1261,2,1,1,150
1262,2,1,0,96
1263,2,1,0,107
1264,2,1,1,226
1265,1,1,1,130
1266,2,1,1,478
1267,2,0,1,70
1268,2,1,1,324
1269,1,0,0,93
1270,1,0,1,70
1271,1,1,0,117
1272,2,1,1,234
1273,2,1,1,206
1274,1,1,1,168
1275,2,0,0,57
1276,1,0,1,62
1277,1,1,0,166
1278,1,1,0,127
1279,2,1,0,104
1280,2,1,1,275
1281,1,1,1,114
1282,2,1,1,429
1283,1,1,1,375
1284,2,1,0,100
1285,2,1,1,310
1286,2,1,1,135
1287,1,1,1,228
1288,2,1,0,97
1289,2,1,1,196
1290,1,1,0,287
1291,2,1,1,217
1292,1,1,0,44
1293,2,0,0,52
1294,1,1,0,76
1295,2,1,1,176
1296,2,1,0,130
1297,1,1,1,301
1298,1,1,0,118
1299,1,1,1,511
1300,1,1,0,85
1301,1,1,1,47
1302,2,1,1,192
1303,1,1,0,115
1304,1,1,1,304
1305,2,1,1,130
1306,1,0,1,268
1307,2,1,1,539
1308,2,1,1,145
1309,2,1,1,307
1310,2,1,1,153
1311,2,1,1,159
1312,1,0,1,51
1313,1,1,1,143
1314,1,1,1,202
1315,2,0,0,60
1316,1,1,1,94
1317,2,1,1,429
1318,2,1,0,74
1319,2,0,0,32
1320,2,1,1,239
1321,1,1,1,375
1322,2,1,1,131
1323,2,1,1,239
1324,1,1,0,92
1325,1,1,1,135
1326,2,1,0,206
1327,2,1,1,333
1328,2,1,1,107
1329,2,1,1,168
1330,2,1,1,160
1331,2,0,0,68
1332,1,1,1,78
1333,1,1,1,533
1334,1,0,0,56
1335,2,1,1,117
1336,2,1,1,126
1337,2,1,1,57
1338,1,1,1,236
1339,2,1,1,275
1340,2,1,1,168
1341,2,1,1,230
1342,2,1,1,92
1343,1,0,0,38
1344,2,1,0,46
1345,1,1,0,172
1346,1,1,1,283
1347,1,0,0,64
1348,2,1,1,287
1349,2,1,0,75
1350,2,1,1,141
1351,2,0,0,159
1352,2,0,0,39
1353,2,0,1,92
1354,1,1,1,173
1355,1,1,0,114
1356,1,1,1,371
1357,1,0,1,47
1358,1,1,0,97
